File: PPVCRevitAddin\annotation_whitelist.csv
````````
ppvc_name,view_name,element_id,annotation_type
PPVC 03_Typ 1,Elevation C,12317963,Dimension
PPVC 03_Typ 1,Elevation C,12317979,Dimension
PPVC 03_Typ 1,Elevation C,12318129,Dimension
PPVC 03_Typ 1,Elevation C,12318145,Dimension
PPVC 03_Typ 1,Elevation C,12318237,Dimension
PPVC 03_Typ 1,Elevation C,12318275,Dimension
PPVC 03_Typ 1,Elevation C,12318720,Dimension
PPVC 03_Typ 1,Elevation C,12335876,Dimension
PPVC 03_Typ 1,Elevation C,12335888,Dimension
PPVC 03_Typ 1,Elevation C,12336206,Dimension
PPVC 03_Typ 1,Elevation C,12336218,Dimension
PPVC 03_Typ 1,Elevation C,12374437,Dimension
PPVC 03_Typ 1,Elevation C,12380044,Dimension
PPVC 03_Typ 1,Elevation C,12380389,Dimension
PPVC 03_Typ 1,Elevation C,12381837,Dimension
PPVC 03_Typ 1,Elevation C,12384408,Dimension
PPVC 03_Typ 1,Elevation C,12320464,TextNote
PPVC 03_Typ 1,Elevation C,12320476,TextNote
PPVC 03_Typ 1,Elevation C,12336232,TextNote
PPVC 03_Typ 1,Elevation C,12321367,TextNote
PPVC 03_Typ 1,Elevation C,12321389,TextNote
PPVC 03_Typ 1,Elevation C,12321406,TextNote
PPVC 03_Typ 1,Elevation D,12319983,Dimension
PPVC 03_Typ 1,Elevation D,12319996,Dimension
PPVC 03_Typ 1,Elevation D,12320030,Dimension
PPVC 03_Typ 1,Elevation D,12320919,Dimension
PPVC 03_Typ 1,Elevation D,12321018,Dimension
PPVC 03_Typ 1,Elevation D,12321122,Dimension
PPVC 03_Typ 1,Elevation D,12321203,Dimension
PPVC 03_Typ 1,Elevation D,12321608,Dimension
PPVC 03_Typ 1,Elevation D,12322202,Dimension
PPVC 03_Typ 1,Elevation D,12322298,Dimension
PPVC 03_Typ 1,Elevation D,12338500,Dimension
PPVC 03_Typ 1,Elevation D,12375213,Dimension
PPVC 03_Typ 1,Elevation D,12376025,Dimension
